User_ID,User_Name,Date,CourseTitle,GameMode,GameSessionId,Station,Time_Taken,Total_Correct_Attempt,Total_Error_Attempt,Total_Question_Attempt
0723082024100335,Zoey,2024-03-24,TF_Zoo_1001,TrueFalse,20240324074413,Zoo,54.784210205078125,4,3,7
0723082024100335,Zoey,2024-03-24,L_Hospital_1001,Lesson,20240324074751,Hospital,225.58599853515625,6,8,14
0723082024100335,Zoey,2024-03-24,KS1.8 Landmarks FillBlanks,FillBlanks,20240324075149,History,72.5325927734375,6,0,6
0724132023191286,kyle,2023-12-24,Q_Geometries_1001,Quiz,20231224072154,School,56.56501770019531,3,3,6
0724132023191286,kyle,2023-12-24,L_Restaurant_1001,Lesson,20231224072308,Canteen,188.08596801757812,8,10,18
0724132023191286,kyle,2023-12-24,L_Hospital_1001,Lesson,20231224072650,Hospital,307.6349792480469,0,23,23
0724132023191286,kyle,2023-12-24,L_Alphabet_1001,Lesson,20231224073218,School,6.99969482421875,0,0,0
0724132023191286,kyle,2023-12-24,US_School_1001,Unscramble,20231224073232,School,5.78564453125,0,0,0
0724132023191286,kyle,2023-12-24,MCQ_Veggies_1001,Quiz,20231224073256,Canteen,2.5723876953125,0,0,0
0724132023191286,kyle,2023-12-24,FB_Veggies_1001,FillBlanks,20231224073308,Canteen,8.03558349609375,0,0,0
0724132023191286,kyle,2023-12-24,L_Animals_1001,Lesson,20231224073325,Zoo,109.85675048828125,5,8,13
0727382023231216,sonia,2024-01-21,MCQ_School_1001,Quiz,20240121205327,School,36.954036712646484,1,6,7
0728062024280166,george,2024-01-28,L_Animals_1001,Lesson,20240128072921,Zoo,192.4004669189453,8,4,12
0728062024280166,george,2024-01-28,SG_Animal_1001,Selection,20240128073244,Zoo,52.676361083984375,4,1,5
0728062024280166,george,2024-01-28,SG_Animal_1001,Selection,20240128073353,Zoo,45.769134521484375,2,1,3
0728062024280166,george,2024-01-28,L_Hospital_1001,Lesson,20240128073500,Hospital,188.90713500976562,7,13,20
0728062024280166,george,2024-01-28,Q_Hospital_1001,Quiz,20240128073817,Hospital,21.5364990234375,1,0,1
0728062024280166,george,2024-01-28,US_Hospital_1001,Unscramble,20240128073859,Hospital,5.2259521484375,0,0,0
0728062024280166,george,2024-01-28,TF_Hospital_1001,TrueFalse,20240128073909,Hospital,83.2333984375,5,2,7
0728062024280166,george,2024-01-28,L_Veggies_1001,Lesson,20240128074046,Canteen,161.09429931640625,1,4,5
0802142024590245,hospital,2024-02-02,MCQ_Hospital_1001,Quiz,20240202111033,Hospital,55.41022872924805,1,6,7
0802142024590245,hospital,2024-02-02,FB_Hospital_1001,FillBlanks,20240202111148,Hospital,62.96623992919922,6,0,6
0802142024590245,hospital,2024-02-02,FB_Hospital_1001,FillBlanks,20240202111302,Hospital,61.06877136230469,6,0,6
0802142024590245,hospital,2024-02-02,FB_Hospital_1001,FillBlanks,20240202111412,Hospital,53.428955078125,6,0,6
0802142024590245,hospital,2024-02-02,FB_Hospital_1001,FillBlanks,20240202111510,Hospital,53.49566650390625,6,0,6
0802142024590245,hospital,2024-02-02,FB_Hospital_1001,FillBlanks,20240202111608,Hospital,57.756378173828125,6,0,6
0802142024590245,hospital,2024-02-02,FB_Hospital_1001,FillBlanks,20240202111711,Hospital,51.415008544921875,6,0,6
0802142024590245,hospital,2024-02-02,FB_Hospital_1001,FillBlanks,20240202111815,Hospital,47.736541748046875,6,0,6
0802142024590245,hospital,2024-02-02,FB_Hospital_1001,FillBlanks,20240202111908,Hospital,36.152099609375,6,0,6
0802142024590245,hospital,2024-02-02,FB_Hospital_1001,FillBlanks,20240202111954,Hospital,44.1414794921875,6,0,6
0802142024590245,hospital,2024-02-02,FB_Hospital_1001,FillBlanks,20240202112045,Hospital,47.05401611328125,6,0,6
0802142024590245,hospital,2024-02-02,FB_Hospital_1001,FillBlanks,20240202112145,Zoo,40.7957763671875,6,0,6
0802142024590245,hospital,2024-02-02,FB_Hospital_1001,FillBlanks,20240202112236,Hospital,41.1951904296875,6,0,6
0802142024590245,hospital,2024-02-02,FB_Hospital_1001,FillBlanks,20240202112322,Hospital,48.46893310546875,6,0,6
0802142024590245,hospital,2024-02-02,FB_Hospital_1001,FillBlanks,20240202112416,Hospital,57.35723876953125,6,0,6
0802142024590245,hospital,2024-02-02,FB_Hospital_1001,FillBlanks,20240202112519,Hospital,34.48760986328125,6,0,6
0802142024590245,hospital,2024-02-02,FB_Hospital_1001,FillBlanks,20240202112610,Hospital,35.98565673828125,6,0,6
0802142024590245,hospital,2024-02-02,Q_Relationship_1001,Quiz,20240202112914,School,8.5552978515625,1,1,2
0803042024130261,apollo,2024-02-03,L_Veggies_1001,Lesson,20240203081422,Canteen,108.83077239990234,8,2,10
0803042024130261,apollo,2024-02-03,FB_Zoo_1001,FillBlanks,20240203081622,Zoo,61.876708984375,5,0,5
0803042024130261,apollo,2024-02-03,US_Hospital_1001,Unscramble,20240203081732,Hospital,25.14617919921875,1,0,1
0803042024130261,apollo,2024-02-03,TF_Hospital_1001,TrueFalse,20240203081803,Hospital,33.326873779296875,7,0,7
0803042024130261,apollo,2024-02-03,MCQ_Hospital_1001,Quiz,20240203081840,Hospital,66.80474853515625,3,4,7
0803042024130261,apollo,2024-02-03,TF_History KS1.2 Festivals,TrueFalse,20240203082026,History,20.435455322265625,2,1,3
0805562024580257,Yesha Nicole ,2024-02-24,L_Sports_1001,Lesson,20240224154551,Playground,149.68487548828125,5,3,8
0805562024580257,Yesha Nicole ,2024-02-24,Q_Geometries_1001,Quiz,20240224154858,School,64.04350280761719,6,1,7
0805562024580257,Yesha Nicole ,2024-02-24,TF_Veggies_1001,TrueFalse,20240224155025,Canteen,84.94244384765625,5,2,7
0813352024190364,yfhffhyf,2024-03-13,FB_Restaurant_1001,FillBlanks,20240313082346,Canteen,6.28155517578125,0,0,0
0813352024190364,yfhffhyf,2024-03-13,FB_Zoo_1001,FillBlanks,20240313082809,Zoo,3.55804443359375,0,0,0
0813372024550163,tanushri,2024-01-13,Q_Geometries_1001,Quiz,20240113085645,School,61.761680603027344,5,2,7
0818192024250346,welcome,2024-03-18,Q_Geometries_1001,Quiz,20240318083045,School,18.928810119628906,1,1,2
0818192024250346,welcome,2024-03-18,TF_School_1001,TrueFalse,20240318083111,School,7.484661102294922,0,1,1
0827142024110272,cali,2024-02-27,TF_Playground_1001,TrueFalse,20240227081645,Playground,64.62722778320312,7,0,7
0827142024110272,cali,2024-02-27,L_Veggies_1001,Lesson,20240227081828,Canteen,88.8377685546875,2,0,2
0827502024530330,hola,2024-03-27,Q_Geometries_1001,Quiz,20240327222023,School,53.16099548339844,1,3,4
0827502024530330,hola,2024-03-27,Q_Relationship_1001,Quiz,20240327222126,School,70.65304565429688,3,4,7
0827502024530330,hola,2024-03-27,L_Sports_1001,Lesson,20240327222256,Playground,44.25469970703125,0,5,5
0827502024530330,hola,2024-03-27,L_Sports_1001,Lesson,20240327222348,Playground,3.69219970703125,0,0,0
0827502024530330,hola,2024-03-27,L_Sports_1001,Lesson,20240327222406,Playground,10.207855224609375,0,0,0
0827502024530330,hola,2024-03-27,TF_Playground_1001,TrueFalse,20240327222426,Playground,64.220947265625,4,3,7
0827502024530330,hola,2024-03-27,L_Veggies_1001,Lesson,20240327222557,Canteen,156.30807495117188,0,5,5
0827502024530330,hola,2024-03-27,L_Restaurant_1001,Lesson,20240327222843,Canteen,285.01629638671875,6,8,14
0827502024530330,hola,2024-03-27,L_Animals_1001,Lesson,20240327223340,Zoo,185.5767822265625,8,1,9
0827502024530330,hola,2024-03-27,L_Hospital_1001,Lesson,20240327223700,Hospital,165.6136474609375,5,1,6
0827502024530330,hola,2024-03-27,MF_KS1.1 History Matching,MatchFollowing,20240327224007,History,33.48046875,1,2,3
0827502024530330,hola,2024-03-27,KS1.8 Landmarks FillBlanks,FillBlanks,20240327224100,Geography,2.0047607421875,0,0,0
0827502024530330,hola,2024-03-27,L_KS2.2 Question,Lesson,20240327224122,Geography,4.2435302734375,0,0,0
0828112024120222,sam,2024-02-28,L_Alphabet_1001,Lesson,20240228081243,School,66.28120422363281,1,0,1
0828112024120222,sam,2024-02-28,MCQ_Playground_1001,Quiz,20240228081742,Playground,114.33392333984375,4,2,6
0828112024120222,sam,2024-02-28,TF_Playground_1001,TrueFalse,20240228081944,Playground,129.43887329101562,5,2,7
0828112024120222,sam,2024-02-28,FB_Zoo_1001,FillBlanks,20240228082218,Zoo,166.71533203125,6,0,6
0828112024120222,sam,2024-02-28,SG_Animal_1001,Selection,20240228083013,Zoo,5.04931640625,0,0,0
082817202429023,teddy,2024-02-28,Q_Geometries_1001,Quiz,20240228083013,School,83.82535552978516,5,2,7
082817202429023,teddy,2024-02-28,KS1.8 Landmarks FillBlanks,FillBlanks,20240228083500,History,31.526611328125,3,0,3
082817202429023,teddy,2024-02-28,TF_Hospital_1001,TrueFalse,20240228083719,Hospital,183.42340087890625,5,2,7
0829042023411282,bow,2024-02-10,US_School_1001,Unscramble,20240209171515,School,2.136993408203125,0,0,0
0829042023411282,bow,2024-02-10,SG_Animal_1001,Selection,20240209171527,Zoo,7.7481689453125,1,0,1
0829042023411282,bow,2024-02-10,US_Zoo_1001,Unscramble,20240209171548,Zoo,7.013671875,0,0,0
0829592023581248,cow,2024-01-17,FB_School_1001,FillBlanks,20240117114328,School,3.5237016677856445,1,0,1
0829592023581248,cow,2024-01-17,TF_School_1001,TrueFalse,20240117114334,School,36.18665313720703,6,1,7
0829592023581248,cow,2024-01-17,SG_Animal_1001,Selection,20240117114417,Zoo,30.229373931884766,4,1,5
0829592023581248,cow,2024-01-17,US_Zoo_1001,Unscramble,20240117114455,Zoo,32.772804260253906,5,0,5
0829592023581248,cow,2024-01-17,KS1.8 Landmarks FillBlanks,FillBlanks,20240117114533,History,34.583648681640625,6,0,6
0829592023581248,cow,2024-01-17,DD_Flag_1001,DragDrop,20240117114612,Geography,16.039474487304688,1,6,7
0829592023581248,cow,2024-01-17,KS1.7 CompassDirection MCQ,Quiz,20240117114632,Geography,62.12962341308594,4,3,7
0829592023581248,cow,2024-01-17,FB_Zoo_1001,FillBlanks,20240117114743,Zoo,34.512908935546875,3,0,3
0901212024420235,maximilian-leonard,2024-02-02,L_Animals_1001,Lesson,20240202133840,Zoo,544.8455810546875,5,46,51
0901212024420235,maximilian-leonard,2024-02-02,MF_KS1.1 History Matching II,MatchFollowing,20240202134854,Geography,30.30767822265625,0,0,0
0901212024420235,maximilian-leonard,2024-02-02,KS1.1 Continents DragDrop,DragDrop,20240202134952,Hospital,139.7398681640625,7,17,24
0901212024420235,maximilian-leonard,2024-02-02,DD_Flag_1001,DragDrop,20240202135213,Hospital,37.2255859375,0,15,15
0901212024420235,maximilian-leonard,2024-02-02,DD_LandMark_1001,DragDrop,20240202135252,Hospital,4.5147705078125,0,1,1
0901212024420235,maximilian-leonard,2024-02-02,DD_Capital_1001,DragDrop,20240202135258,Hospital,4.82061767578125,0,1,1
0901212024420235,maximilian-leonard,2024-02-02,TF_Hospital_1001,TrueFalse,20240202135324,Hospital,54.4256591796875,5,2,7
0901212024420235,maximilian-leonard,2024-02-02,TF_Hospital_1001,TrueFalse,20240202135422,Hospital,30.7591552734375,1,3,4
0901212024420235,maximilian-leonard,2024-02-02,FB_KS2.8 Natural_Resources,FillBlanks,20240202135506,Geography,15.07373046875,1,0,1
0901212024420235,maximilian-leonard,2024-02-02,L_Veggies_1001,Lesson,20240202135546,Canteen,11.372802734375,0,0,0
0901212024420235,maximilian-leonard,2024-02-02,L_Alphabet_1001,Lesson,20240202135611,School,3.670166015625,0,0,0
0901212024420235,maximilian-leonard,2024-02-02,L_Restaurant_1001,Lesson,20240202135624,Canteen,24.8170166015625,0,2,2
0901212024420235,maximilian-leonard,2024-02-02,L_Veggies_1001,Lesson,20240202135653,Canteen,6.786865234375,0,0,0
0901242023071242,john,2023-12-01,KS1.8 Landmarks FillBlanks,FillBlanks,20231201090837,History,52.49810028076172,3,0,3
0901242023071242,john,2023-12-01,TF_History KS2.12 Baghdad TrueFalse,TrueFalse,20231201090940,History,14.153717041015625,1,1,2
0901242023071242,john,2023-12-01,TF_History KS1.3 PeopleContribution TrueFalse,TrueFalse,20231201091000,History,37.710479736328125,6,1,7
0901242023071242,john,2023-12-01,TF_History KS1.3 PeopleContribution TrueFalse,TrueFalse,20231201091043,History,1.5003814697265625,0,0,0
0901242023071242,john,2023-12-01,TF_History KS2.2 TheRomanEmpire TrueFalse,TrueFalse,20231201091053,History,12.604171752929688,2,1,3
0901242023071242,john,2023-12-01,Q_Relationship_1001,Quiz,20231201091119,School,1.9665985107421875,0,0,0
0901242023071242,john,2023-12-01,L_Sports_1001,Lesson,20231201091134,Playground,39.711090087890625,0,1,1
0901242023071242,john,2023-12-01,L_Restaurant_1001,Lesson,20231201091222,Canteen,74.95367431640625,8,0,8
0901352023091218,kika,2023-12-29,L_Alphabet_1001,Lesson,20231229133236,School,219.67051696777344,7,7,14
0901352023091218,kika,2023-12-29,Q_Relationship_1001,Quiz,20231229133622,School,1.49835205078125,0,0,0
0901352023091218,kika,2023-12-29,Q_Geometries_1001,Quiz,20231229133628,School,102.29461669921875,2,5,7
0901352023091218,kika,2023-12-29,Q_Geometries_1001,Quiz,20231229133814,School,16.033355712890625,0,0,0
0901352023091218,kika,2023-12-29,SG_Animal_1001,Selection,20231229133845,Zoo,1.31597900390625,0,0,0
0901352023091218,kika,2023-12-29,L_Animals_1001,Lesson,20231229133849,Zoo,90.14306640625,2,1,3
0901352023091218,kika,2023-12-29,L_Animals_1001,Lesson,20231229134023,Zoo,92.0491943359375,3,6,9
0901352023091218,kika,2023-12-29,DD_Flag_1001,DragDrop,20231229134221,Geography,176.06005859375,1,25,26
0901352023091218,kika,2023-12-29,MCQ_KS2.4 Geography,Quiz,20231229134523,Geography,1.94757080078125,0,0,0
0901352023091218,kika,2023-12-29,MCQ_KS2.7 WaterCycle,Quiz,20231229134531,Geography,1.89788818359375,0,0,0
0901352023091218,kika,2023-12-29,TF_History KS1.2 Festivals,TrueFalse,20231229134549,History,11.2880859375,0,0,0
0901352023091218,kika,2023-12-29,L_Animals_1001,Lesson,20231229134614,Zoo,118.3843994140625,3,4,7
0902502024000246,H,2024-03-14,L_Alphabet_1001,Lesson,20240314164833,School,131.4146270751953,8,8,16
0902502024000246,H,2024-03-14,L_Animals_1001,Lesson,20240314165057,Zoo,124.50546264648438,7,13,20
0904132024420133,thomas,2024-01-04,L_Sports_1001,Lesson,20240104094303,Playground,57.31776428222656,0,4,4
0904132024420133,thomas,2024-01-04,L_Hospital_1001,Lesson,20240104094410,Hospital,14.991683959960938,0,2,2
0904172024420276,can  please,2024-02-05,Q_Geometries_1001,Quiz,20240205193423,School,91.37265014648438,2,3,5
0904172024420276,can  please,2024-02-05,L_Sports_1001,Lesson,20240205193608,Playground,92.34182739257812,0,11,11
0904172024420276,can  please,2024-02-05,L_Animals_1001,Lesson,20240205193750,Zoo,70.07420349121094,0,11,11
0904172024420276,can  please,2024-02-05,TF_Hospital_1001,TrueFalse,20240205193913,Hospital,47.391204833984375,6,1,7
0904172024420276,can  please,2024-02-05,TF_History KS1.2 Festivals,TrueFalse,20240205194008,History,61.052001953125,5,2,7
0916592024350392,ted,2024-03-16,Q_Geometries_1001,Quiz,20240316093651,School,44.475799560546875,2,2,4
0916592024350392,ted,2024-03-16,TF_School_1001,TrueFalse,20240316093742,School,39.74324035644531,5,1,6
0916592024350392,ted,2024-03-16,FB_Playground_1001,FillBlanks,20240316093832,Playground,7.01544189453125,1,0,1
0916592024350392,ted,2024-03-16,MCQ_Playground_1001,Quiz,20240316093847,Playground,30.544891357421875,4,0,4
0916592024350392,ted,2024-03-16,MCQ_Veggies_1001,Quiz,20240316093931,Canteen,3.51605224609375,0,0,0
0916592024350392,ted,2024-03-16,SG_Animal_1001,Selection,20240316093946,Zoo,28.078521728515625,5,0,5
0916592024350392,ted,2024-03-16,SG_Animal_1001,Selection,20240316094020,Zoo,23.579498291015625,3,0,3
0916592024350392,ted,2024-03-16,L_Animals_1001,Lesson,20240316094053,Zoo,45.692779541015625,1,5,6
0916592024350392,ted,2024-03-16,L_Hospital_1001,Lesson,20240316094148,Hospital,36.560546875,0,5,5
0916592024350392,ted,2024-03-16,Q_Geometries_1001,Quiz,20240316094406,School,4.649169921875,0,0,0
0916592024350392,ted,2024-03-16,US_Playground_1001,Unscramble,20240316094421,Playground,5.08251953125,0,0,0
0916592024350392,ted,2024-03-16,TF_History KS2.2 TheRomanEmpire TrueFalse,TrueFalse,20240316094441,History,7.46539306640625,1,0,1
0920402024400241,sol,2024-02-20,L_Alphabet_1001,Lesson,20240220094747,School,91.10321044921875,8,0,8
0920402024400241,sol,2024-02-20,L_Alphabet_1001,Lesson,20240220094934,School,161.7984161376953,8,4,12
0920402024400241,sol,2024-02-20,Q_Relationship_1001,Quiz,20240220095255,School,58.123870849609375,7,0,7
0920402024400241,sol,2024-02-20,Q_Relationship_1001,Quiz,20240220095401,School,48.731109619140625,5,2,7
0920402024400241,sol,2024-02-20,Q_Relationship_1001,Quiz,20240220095452,School,46.949066162109375,7,0,7
0920402024400241,sol,2024-02-20,Q_Relationship_1001,Quiz,20240220095542,School,3.847198486328125,0,0,0
0920402024400241,sol,2024-02-20,Q_Relationship_1001,Quiz,20240220095549,School,3.86383056640625,0,0,0
0920402024400241,sol,2024-02-20,Q_Relationship_1001,Quiz,20240220095556,School,1.01593017578125,0,0,0
0921502024100250,elani,2024-02-27,Q_Geometries_1001,Quiz,20240227104830,School,52.778194427490234,7,0,7
0927012024100115,EzRa,2024-02-04,L_KS2.2 Question,Lesson,20240204142010,Geography,3.2240676879882812,0,0,0
0927012024100115,EzRa,2024-02-04,TF_History KS1.3 PeopleContribution TrueFalse,TrueFalse,20240204142021,History,61.241981506347656,5,2,7
0927482023241210,emi,2023-12-27,L_Animals_1001,Lesson,20231227093739,Zoo,128.20106506347656,7,7,14
0927482023241210,emi,2023-12-27,SG_Animal_1001,Selection,20231227093955,Zoo,49.28973388671875,4,1,5
0927482023241210,emi,2023-12-27,L_Veggies_1001,Lesson,20231227094054,Canteen,4.960968017578125,0,0,0
0927482023241210,emi,2023-12-27,L_Sports_1001,Lesson,20231227094111,Playground,34.150970458984375,0,2,2
0927482023241210,emi,2023-12-27,TF_Hospital_1001,TrueFalse,20231227094213,Hospital,8.053253173828125,0,0,0
0927482023241210,emi,2023-12-27,FB_Hospital_1001,FillBlanks,20231227094228,Hospital,27.10107421875,0,0,0
0927482023241210,emi,2023-12-27,MCQ_Veggies_1001,Quiz,20231227094346,Canteen,28.3526611328125,0,1,1
0928412024310288,stupid  stupid,2024-02-28,L_Animals_1001,Lesson,20240228093339,Zoo,92.94509887695312,0,11,11
1003362023501272,aarav,2023-12-24,Q_Hospital_1001,Quiz,20231224110816,Hospital,50.140750885009766,6,1,7
1003362023501272,aarav,2023-12-24,MCQ_Veggies_1001,Quiz,20231224110926,Canteen,19.951126098632812,1,1,2
1003422024520263,amelia,2024-02-04,Q_Relationship_1001,Quiz,20240204075816,School,4.576305389404297,0,0,0
1003422024520263,amelia,2024-02-04,US_Hospital_1001,Unscramble,20240204080144,Hospital,37.881134033203125,0,1,1
1003502024480277,im  boo,2024-02-03,L_Alphabet_1001,Lesson,20240203105001,School,76.46199035644531,1,3,4
1003502024480277,im  boo,2024-02-03,FB_Playground_1001,FillBlanks,20240203105133,Playground,73.3291015625,4,0,4
1003502024480277,im  boo,2024-02-03,TF_Veggies_1001,TrueFalse,20240203105300,Zoo,31.301864624023438,2,2,4
1004342024020172,ketlen,2024-01-04,Q_Geometries_1001,Quiz,20240104100439,School,13.09716796875,0,1,1
1004342024020172,ketlen,2024-01-04,Q_Geometries_1001,Quiz,20240104100514,School,1.219512939453125,0,0,0
1004342024020172,ketlen,2024-01-04,L_Alphabet_1001,Lesson,20240104100528,School,1.152191162109375,0,0,0
1004342024020172,ketlen,2024-01-04,Q_Geometries_1001,Quiz,20240104100542,School,14.70086669921875,0,0,0
1004342024020172,ketlen,2024-01-04,MCQ_Playground_1001,Quiz,20240104100614,Playground,25.008544921875,0,3,3
1004342024020172,ketlen,2024-01-04,L_Sports_1001,Lesson,20240104100650,Playground,8.519805908203125,0,0,0
1004342024020172,ketlen,2024-01-04,MCQ_Playground_1001,Quiz,20240104100701,Playground,78.08267211914062,2,5,7
1004342024020172,ketlen,2024-01-04,FB_Playground_1001,FillBlanks,20240104100828,Playground,7.53424072265625,0,0,0
1004342024020172,ketlen,2024-01-04,MCQ_Playground_1001,Quiz,20240104100841,Playground,70.130859375,1,5,6
1004342024020172,ketlen,2024-01-04,MCQ_School_1001,Quiz,20240104101010,School,71.09881591796875,3,4,7
1004342024020172,ketlen,2024-01-04,MCQ_School_1001,Quiz,20240104101148,School,56.51495361328125,3,3,6
1004342024020172,ketlen,2024-01-04,MCQ_School_1001,Quiz,20240104101312,School,47.02587890625,0,1,1
1004342024020172,ketlen,2024-01-04,MCQ_Hospital_1001,Quiz,20240104101430,Hospital,16.0374755859375,0,0,0
1004342024020172,ketlen,2024-01-04,MCQ_Hospital_1001,Quiz,20240104101459,Hospital,3.809326171875,0,0,0
1005412024470323,saptadhiti  m,2024-03-05,L_Alphabet_1001,Lesson,20240305105343,School,83.23841857910156,0,0,0
